iter,particle,model,run,val_mAP50_95,wall_time,exp_name,lr0,lrf,momentum,weight_decay,iou,conf,hsv_h,hsv_s,hsv_v,degrees,translate,scale,mosaic,mixup,imgsz
0,0,YOLOv8,run_01,0.0,1759957540.0167353,lfpso_fit_it0_p0_729692,0.0117855123246174,0.1127854453627278,0.9695197651789368,0.0009393624080243,0.5944719488387818,0.0063317208778371,0.0482871522318638,0.6327579877381787,0.6901357845111284,0.5329267410020272,0.1599992454652455,0.5732299624711559,0.0768784102160393,0.1292859483978026,672.4824580707377
0,1,YOLOv8,run_01,0.0,1759957621.7122843,lfpso_fit_it0_p1_765264,0.0134177086951554,0.0984452191700124,0.95692953619694,0.0004134169044608,0.5225140156335041,0.0074232656770995,0.0283745232031232,0.8893447627720056,0.7410878892562347,3.641576371145887,0.1896412640755659,0.6635934550825853,0.7754910633826604,0.1803474450146975,733.6152117732527
0,2,YOLOv8,run_01,0.0,1759957729.0381837,lfpso_fit_it0_p2_141610,0.0129313118608931,0.2109453284318466,0.9042334499028244,0.0011166962912154,0.5212013398869669,0.0077892099690451,0.0243740278236805,0.5810077244439419,0.7251392542160975,2.2445767183465968,0.1670780379820262,0.680084391880741,0.9328434175465914,0.0680396094559999,838.8314558730345
1,0,YOLOv8,run_01,0.0,1759957809.0862136,lfpso_fit_it1_p0_451667,0.003819034741599339,0.20016866366640204,0.9498449133818612,0.001323765090656713,0.6587612655896711,0.00816671131017254,0.04101082382752709,0.6683873141026633,0.4707446844694366,0.718850295393732,0.1476611100476718,0.7820959998218756,0.30193690514622706,0.27578808698498386,672.4829644452976
1,1,YOLOv8,run_01,0.0,1759957891.0803058,lfpso_fit_it1_p1_748189,0.003831800767738233,0.18818596752225691,0.960291252485156,0.0017717149208754594,0.4542433588921027,0.008104126319245217,0.025509338456799507,0.6788468969191913,0.7952122447279352,0.7274704031705013,0.04957096689653934,0.5793160772238058,0.8818935628050355,0.10313531103334811,723.1040807097456
1,2,YOLOv8,run_01,0.0,1759957995.5417144,lfpso_fit_it1_p2_363419,0.008111502023419814,0.2462622188038432,0.9015367301184986,0.001164898251355098,0.6926628920921459,0.004240346873023929,0.021248040668491577,0.8328429283794334,0.7192331854938163,0.6758999508976764,0.1838446161111459,0.7348921188015268,0.28086892096609106,0.21091035363783778,772.138498832338
