epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,16.1017,2.08823,1.99565,1.54685,0.80114,0.65694,0.71351,0.32662,1.86023,1.65365,1.37225,0.000656085,0.000656085,0.000656085
2,28.581,1.81627,1.20203,1.33326,0.85423,0.76915,0.83226,0.40792,1.72506,1.17859,1.2739,0.000735969,0.000735969,0.000735969
