epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,23.1943,2.07366,1.82702,1.54357,0.82173,0.76298,0.82526,0.39504,1.74323,1.1413,1.33197,0.000664,0.000664,0.000664
2,41.9115,1.85979,1.24494,1.38469,0.78255,0.73563,0.78037,0.35935,1.73803,1.22284,1.3343,0.000740373,0.000740373,0.000740373
